Profile_ID,Age,Employment_Status,Residential_Stability,Bank_Account_Tenure,Utility_Payment_History,Rent_Payment_History,Telecommunications_Payment_History,Educational_Background,Online_Shopping_Behavior,Social_Media_Footprint,Gig_Economy_Participation
789286,41,Student,17,4,Inconsistent,Consistent,New,Bachelor's,None,Low,None
409746,47,Student,1,4,Inconsistent,New,Consistent,Bachelor's,None,Low,None
339518,18,Unemployed,8,0,New,New,Consistent,Bachelor's,None,High,Full-Time
725291,62,Self-employed,11,19,Consistent,New,Consistent,Bachelor's,Occasional,Medium,Full-Time
309475,21,Employed,15,18,Consistent,Consistent,New,High School,Frequent,Low,Part-Time
65165,20,Self-employed,14,9,Inconsistent,Inconsistent,New,PhD,None,Medium,None
172233,53,Employed,13,0,New,Inconsistent,New,Bachelor's,Frequent,Medium,None
490580,48,Student,27,21,Inconsistent,Consistent,New,Bachelor's,None,Low,Part-Time
926564,25,Unemployed,28,12,Consistent,Inconsistent,New,Bachelor's,Occasional,Medium,None
894439,18,Student,0,1,Consistent,New,Consistent,Master's,None,Low,Part-Time
486983,23,Self-employed,6,22,Inconsistent,Inconsistent,Inconsistent,PhD,Occasional,Medium,Full-Time
720656,21,Self-employed,25,16,Consistent,Inconsistent,Consistent,PhD,None,Medium,Part-Time
509782,20,Self-employed,23,1,Consistent,Inconsistent,Consistent,PhD,Occasional,Low,Full-Time
976342,36,Self-employed,4,14,New,Consistent,Inconsistent,PhD,Occasional,Low,Part-Time
624821,26,Self-employed,12,27,Inconsistent,New,Inconsistent,Bachelor's,Occasional,Low,Part-Time
140714,57,Self-employed,28,19,New,Consistent,New,Bachelor's,None,Medium,None
729546,32,Self-employed,1,5,Consistent,New,New,High School,Frequent,Medium,Full-Time
50394,22,Student,26,16,Inconsistent,Inconsistent,Consistent,Bachelor's,None,High,None
335153,41,Student,21,6,Inconsistent,Consistent,New,Master's,None,High,Full-Time
703394,62,Unemployed,26,7,Consistent,New,New,Bachelor's,None,High,Part-Time
744711,36,Student,20,17,Consistent,New,Consistent,Bachelor's,Frequent,Low,Part-Time
623332,61,Unemployed,21,24,New,Consistent,Inconsistent,Master's,Occasional,High,Part-Time
804851,55,Unemployed,27,24,New,Inconsistent,Consistent,High School,Occasional,High,Part-Time
779939,23,Employed,15,29,Inconsistent,Inconsistent,Consistent,PhD,Occasional,Low,Part-Time
264808,45,Self-employed,19,18,New,Inconsistent,New,PhD,Frequent,High,Part-Time
241262,25,Unemployed,13,19,New,Inconsistent,New,Bachelor's,None,Medium,Full-Time
796493,51,Unemployed,28,15,Inconsistent,New,Inconsistent,PhD,Occasional,Medium,Full-Time
499501,46,Student,4,22,Inconsistent,Consistent,Consistent,High School,Occasional,Medium,Full-Time
110272,33,Unemployed,23,20,New,Inconsistent,New,Master's,Frequent,Low,None
134922,33,Employed,8,15,Inconsistent,Inconsistent,New,High School,Frequent,Low,None
181981,39,Self-employed,21,28,Consistent,New,Inconsistent,Bachelor's,Occasional,Low,Full-Time
345219,48,Employed,23,19,Inconsistent,New,New,Bachelor's,Frequent,High,Full-Time
667117,40,Unemployed,29,3,Inconsistent,Inconsistent,New,PhD,Occasional,Medium,Part-Time
20229,43,Student,1,12,Inconsistent,Inconsistent,Inconsistent,Bachelor's,Frequent,Medium,Part-Time
240586,41,Unemployed,27,22,Consistent,New,Inconsistent,Bachelor's,Occasional,Medium,Full-Time
781926,43,Employed,25,12,New,Consistent,New,Master's,Frequent,Low,Part-Time
548878,59,Unemployed,21,20,Inconsistent,Consistent,Consistent,Bachelor's,Occasional,Medium,None
32510,35,Unemployed,16,23,Inconsistent,Consistent,Consistent,PhD,Frequent,Medium,Full-Time
411376,27,Student,28,16,Inconsistent,Consistent,New,High School,Occasional,High,None
672595,58,Employed,27,13,Inconsistent,New,Inconsistent,High School,Frequent,Medium,None
636181,40,Unemployed,22,9,New,Inconsistent,Inconsistent,High School,Occasional,Medium,None
33494,50,Student,6,5,Inconsistent,Inconsistent,Consistent,Master's,None,Medium,Full-Time
425313,61,Unemployed,3,15,Inconsistent,New,Consistent,Master's,None,Medium,Part-Time
295707,24,Employed,24,18,Inconsistent,Consistent,Inconsistent,Bachelor's,Occasional,High,Part-Time
599287,55,Self-employed,16,29,Consistent,Inconsistent,Inconsistent,Bachelor's,Frequent,Low,Part-Time
206398,48,Self-employed,15,23,Consistent,Consistent,Consistent,Bachelor's,Occasional,Medium,Part-Time
3538,20,Unemployed,7,18,Inconsistent,Inconsistent,Consistent,Bachelor's,Occasional,Low,Full-Time
863086,58,Employed,21,26,Inconsistent,Inconsistent,Consistent,Bachelor's,None,Medium,None
334475,24,Student,3,20,New,Consistent,New,Bachelor's,Occasional,Low,Full-Time
743602,46,Student,4,6,Consistent,New,New,Bachelor's,Occasional,Low,Part-Time
538122,36,Employed,2,23,Inconsistent,Inconsistent,Inconsistent,Master's,Frequent,Low,Full-Time
871863,41,Employed,0,2,Inconsistent,Inconsistent,New,High School,None,Medium,Part-Time
503990,45,Self-employed,26,8,New,Consistent,Consistent,Bachelor's,Frequent,Medium,None
347000,24,Student,15,1,Consistent,Consistent,Inconsistent,PhD,Occasional,Medium,Full-Time
748985,53,Student,15,12,New,Inconsistent,New,High School,None,Low,None
690726,42,Student,6,13,Consistent,New,Consistent,Bachelor's,Occasional,Medium,None
644939,45,Self-employed,17,14,Inconsistent,Inconsistent,New,Master's,None,Medium,None
453981,19,Employed,29,19,Inconsistent,Inconsistent,Consistent,High School,Frequent,Medium,Full-Time
568845,48,Student,25,10,Inconsistent,New,New,High School,Frequent,Low,Part-Time
7519,33,Employed,22,13,Inconsistent,Consistent,Consistent,Master's,Occasional,Low,Full-Time
340643,23,Employed,0,5,Consistent,Inconsistent,New,Master's,None,Low,None
948332,54,Student,3,8,Inconsistent,Inconsistent,Consistent,Bachelor's,Frequent,Medium,None
946343,41,Self-employed,29,13,New,New,Consistent,Master's,Occasional,Low,None
148294,53,Student,11,25,Consistent,Inconsistent,New,PhD,None,High,Full-Time
368715,64,Self-employed,3,29,Consistent,Inconsistent,Consistent,Bachelor's,Occasional,High,Part-Time
169051,29,Unemployed,27,19,Inconsistent,Inconsistent,Consistent,Master's,None,Medium,None
887054,47,Self-employed,18,26,Inconsistent,New,Inconsistent,Master's,None,Low,Full-Time
632381,32,Unemployed,23,5,Inconsistent,Consistent,Consistent,PhD,Frequent,High,None
997174,49,Employed,11,22,New,Inconsistent,New,Master's,None,Medium,Full-Time
351986,41,Self-employed,28,11,Inconsistent,Consistent,New,Bachelor's,None,High,Part-Time
470902,45,Unemployed,21,19,Inconsistent,New,Inconsistent,High School,None,High,None
444535,20,Unemployed,28,20,Inconsistent,Consistent,Inconsistent,PhD,Frequent,Medium,Full-Time
829792,35,Unemployed,13,19,Inconsistent,Inconsistent,Inconsistent,Bachelor's,None,Low,None
119248,58,Student,13,4,New,Consistent,New,High School,Occasional,Medium,None
793329,49,Self-employed,14,4,New,Consistent,Inconsistent,High School,None,High,None
39216,40,Student,17,1,Inconsistent,Inconsistent,New,Master's,Frequent,Medium,Part-Time
619337,59,Employed,29,8,Consistent,Consistent,New,Bachelor's,Occasional,Low,Part-Time
185876,44,Self-employed,13,25,New,Inconsistent,New,Master's,Occasional,High,Full-Time
677313,33,Employed,29,12,Consistent,New,Inconsistent,Master's,None,Low,Part-Time
407049,30,Self-employed,26,2,Inconsistent,Consistent,Inconsistent,High School,Frequent,Low,None
701366,31,Student,2,23,New,New,Inconsistent,Master's,None,Low,None
987708,50,Employed,1,23,Inconsistent,New,New,High School,None,Medium,None
328653,61,Unemployed,14,3,Consistent,Consistent,Inconsistent,PhD,None,Medium,None
80116,45,Employed,17,15,Consistent,New,Consistent,High School,None,Medium,None
579848,32,Employed,4,22,New,New,Inconsistent,High School,Occasional,Low,Full-Time
733050,36,Student,10,25,New,Inconsistent,Inconsistent,Bachelor's,None,Low,None
175296,31,Unemployed,15,3,Consistent,New,New,High School,Frequent,Low,None
363596,46,Unemployed,3,18,Consistent,New,Consistent,PhD,Occasional,Medium,Full-Time
246932,32,Unemployed,12,24,New,Consistent,New,High School,None,Low,Part-Time
546754,44,Self-employed,7,28,New,Consistent,Inconsistent,Bachelor's,Occasional,Medium,Part-Time
36176,36,Unemployed,24,2,New,Consistent,Inconsistent,PhD,Frequent,Medium,None
552806,44,Employed,9,8,New,New,New,Bachelor's,Frequent,High,None
333875,42,Unemployed,15,0,Consistent,Consistent,Consistent,Bachelor's,None,Medium,Part-Time
652076,50,Employed,8,10,Inconsistent,New,New,Bachelor's,None,Low,None
485398,47,Employed,26,9,Consistent,New,Inconsistent,Bachelor's,Occasional,Low,None
893862,58,Student,19,20,Consistent,New,Inconsistent,High School,Frequent,Low,Part-Time
127030,56,Self-employed,4,6,Consistent,Consistent,Consistent,PhD,None,Medium,Full-Time
911043,56,Self-employed,28,29,Inconsistent,New,New,PhD,Occasional,High,None
34234,47,Unemployed,15,0,New,New,Inconsistent,High School,Frequent,Medium,None
425628,21,Employed,15,4,Consistent,Inconsistent,Inconsistent,PhD,None,High,Part-Time
272992,38,Unemployed,9,28,Inconsistent,Consistent,New,PhD,None,Low,Part-Time
330292,41,Student,5,12,Consistent,New,Inconsistent,Master's,Occasional,High,None
6587,40,Student,24,14,Consistent,Inconsistent,Inconsistent,PhD,Frequent,Medium,None
610860,28,Unemployed,14,25,Inconsistent,Consistent,Consistent,PhD,Frequent,Medium,Part-Time
978800,25,Self-employed,25,16,Consistent,Consistent,Inconsistent,High School,Occasional,Medium,None
867910,28,Employed,8,19,New,New,Inconsistent,High School,Frequent,High,None
732275,36,Self-employed,5,14,Consistent,New,Consistent,PhD,None,Low,Part-Time
852819,19,Unemployed,7,13,New,Inconsistent,Inconsistent,Master's,None,Medium,None
420550,60,Employed,7,8,Consistent,New,New,Master's,None,Medium,Part-Time
327796,34,Employed,5,15,New,Inconsistent,Consistent,High School,Occasional,Low,None
368806,53,Unemployed,27,2,Consistent,Inconsistent,Inconsistent,High School,None,Low,None
478501,28,Student,23,26,Inconsistent,Inconsistent,Inconsistent,PhD,None,High,Part-Time
656874,53,Student,29,21,Inconsistent,New,New,PhD,Occasional,High,None
280445,43,Self-employed,8,0,Consistent,Consistent,Inconsistent,PhD,Occasional,Low,None
950520,31,Unemployed,0,3,Consistent,Consistent,Inconsistent,Master's,Frequent,High,Full-Time
522508,38,Self-employed,17,29,New,New,New,PhD,Frequent,Medium,Full-Time
545219,26,Employed,15,29,Inconsistent,Inconsistent,Consistent,Bachelor's,Occasional,Medium,Full-Time
504023,39,Employed,27,27,Consistent,Inconsistent,Inconsistent,PhD,None,High,Full-Time
754996,20,Student,24,19,Inconsistent,Consistent,Consistent,Bachelor's,Occasional,High,Full-Time
834636,49,Student,20,1,Inconsistent,Consistent,New,PhD,Occasional,Medium,Part-Time
161093,19,Unemployed,10,9,New,Consistent,New,Master's,Occasional,Medium,None
346464,51,Student,3,29,New,Consistent,New,PhD,Frequent,High,Full-Time
194581,29,Student,23,3,New,Inconsistent,New,PhD,Frequent,High,Part-Time
747993,58,Self-employed,17,2,New,New,Consistent,Bachelor's,Occasional,Medium,Full-Time
604017,44,Self-employed,1,14,Consistent,Consistent,Consistent,PhD,None,Low,Full-Time
280014,47,Self-employed,19,4,Inconsistent,New,Consistent,PhD,Frequent,Low,Full-Time
275115,61,Employed,16,4,New,Consistent,Inconsistent,Master's,Frequent,Low,Full-Time
141439,19,Unemployed,9,12,Inconsistent,New,Inconsistent,Bachelor's,None,High,None
92244,53,Self-employed,28,6,Consistent,Inconsistent,Consistent,Bachelor's,None,High,Full-Time
851041,21,Student,9,20,Consistent,New,New,Bachelor's,None,High,Part-Time
70102,61,Unemployed,14,0,Inconsistent,New,Consistent,High School,Occasional,Medium,None
536431,47,Self-employed,24,6,Consistent,Inconsistent,Inconsistent,High School,None,Low,Part-Time
560345,21,Unemployed,27,4,Consistent,New,Inconsistent,Bachelor's,None,High,None
84600,27,Unemployed,11,17,New,New,Inconsistent,Bachelor's,None,Low,Full-Time
625591,46,Unemployed,10,20,Inconsistent,Consistent,Consistent,Master's,Frequent,Low,Full-Time
921042,55,Student,17,29,Inconsistent,New,New,Bachelor's,Frequent,Medium,Part-Time
353031,27,Student,14,22,Consistent,Consistent,Inconsistent,High School,Occasional,High,Part-Time
574691,50,Self-employed,16,8,Consistent,New,Consistent,High School,Frequent,Medium,None
636676,57,Student,10,10,New,Inconsistent,Consistent,PhD,None,Medium,Part-Time
380332,23,Self-employed,23,1,New,New,New,Master's,Occasional,High,Part-Time
782832,22,Self-employed,22,8,Consistent,Consistent,Consistent,Bachelor's,None,High,Part-Time
384422,64,Student,13,16,Inconsistent,Consistent,Inconsistent,Bachelor's,Occasional,High,Part-Time
984298,19,Self-employed,4,14,Consistent,Inconsistent,Inconsistent,High School,Frequent,High,Part-Time
245642,43,Employed,0,28,Consistent,Consistent,Consistent,PhD,Frequent,Medium,Full-Time
52292,34,Unemployed,27,7,New,Consistent,Inconsistent,Master's,Occasional,High,Part-Time
382616,45,Student,27,5,Consistent,Consistent,Inconsistent,Bachelor's,None,Medium,Part-Time
614274,20,Unemployed,22,18,Inconsistent,New,Consistent,PhD,None,Medium,Full-Time
748856,30,Self-employed,29,15,Consistent,Consistent,Inconsistent,High School,Occasional,High,Full-Time
918891,19,Employed,28,0,New,New,New,Master's,Occasional,Medium,Part-Time
881974,29,Employed,23,12,New,New,Consistent,Master's,Occasional,High,Full-Time
354293,27,Self-employed,8,18,Inconsistent,Inconsistent,Consistent,Master's,Frequent,Low,Full-Time
745908,58,Employed,4,14,Consistent,Inconsistent,Inconsistent,PhD,None,Medium,Part-Time
722307,42,Unemployed,5,15,Inconsistent,New,New,PhD,Occasional,Medium,None
55655,32,Student,20,29,New,Inconsistent,Consistent,High School,None,High,Full-Time
900756,53,Employed,7,28,New,Consistent,Consistent,Master's,Frequent,Medium,Part-Time
796607,23,Employed,17,15,New,New,Consistent,Master's,Frequent,High,None
901629,35,Unemployed,25,23,New,Inconsistent,Consistent,PhD,Frequent,High,None
116141,64,Unemployed,12,2,Consistent,Inconsistent,New,Bachelor's,None,Low,Full-Time
963402,59,Employed,8,28,New,New,Inconsistent,High School,Occasional,High,Part-Time
405988,19,Student,2,5,New,Inconsistent,Inconsistent,High School,Frequent,Low,Full-Time
630021,21,Self-employed,9,23,Inconsistent,New,Inconsistent,PhD,None,Medium,None
410803,20,Self-employed,3,13,Inconsistent,Inconsistent,Inconsistent,Master's,Occasional,Low,Part-Time
342285,20,Self-employed,11,23,New,Consistent,New,Master's,Frequent,Low,None
416507,56,Unemployed,1,0,Inconsistent,Inconsistent,Consistent,Master's,None,Medium,None
950401,44,Employed,13,25,New,New,Consistent,Master's,Occasional,Low,Part-Time
307744,46,Student,10,0,New,Inconsistent,Consistent,PhD,None,Low,Part-Time
68382,33,Student,1,26,Inconsistent,Consistent,New,Master's,None,High,Part-Time
39341,39,Unemployed,13,17,Inconsistent,New,Inconsistent,High School,Occasional,Medium,Full-Time
63325,19,Employed,18,10,Consistent,Inconsistent,Inconsistent,PhD,Frequent,High,Full-Time
830972,57,Self-employed,27,11,Consistent,New,Consistent,High School,Frequent,Medium,Full-Time
155849,40,Student,17,9,Consistent,Consistent,Inconsistent,Bachelor's,Occasional,High,None
925800,48,Unemployed,9,12,Consistent,New,Inconsistent,PhD,Frequent,Low,None
893571,46,Employed,13,24,Consistent,Inconsistent,Inconsistent,Bachelor's,None,High,Full-Time
673429,59,Employed,28,12,Consistent,Consistent,Inconsistent,High School,Occasional,High,None
570451,55,Self-employed,25,27,Consistent,Inconsistent,New,Bachelor's,Occasional,Medium,Full-Time
789225,23,Unemployed,20,18,New,New,Inconsistent,Master's,Frequent,High,Full-Time
661044,49,Self-employed,14,27,Inconsistent,Consistent,Consistent,Bachelor's,None,Medium,None
814019,18,Employed,15,14,Consistent,Inconsistent,New,PhD,None,Medium,Part-Time
625814,59,Unemployed,18,18,Inconsistent,Consistent,Consistent,High School,Occasional,High,None
24176,48,Employed,13,12,Consistent,New,New,PhD,None,High,Full-Time
144201,53,Self-employed,20,14,New,Inconsistent,Inconsistent,Master's,Frequent,Low,Full-Time
333322,40,Employed,17,11,Inconsistent,Inconsistent,New,PhD,None,High,None
445760,19,Self-employed,16,11,Consistent,Consistent,Consistent,PhD,Occasional,Medium,None
533572,63,Student,4,18,Inconsistent,Consistent,New,Bachelor's,Occasional,Low,Part-Time
420594,19,Employed,25,9,Inconsistent,Consistent,Consistent,Bachelor's,None,High,Part-Time
458734,61,Self-employed,21,4,New,Consistent,Consistent,Master's,Occasional,High,Full-Time
18184,50,Unemployed,21,9,New,Inconsistent,New,Master's,Frequent,High,None
99483,54,Employed,4,24,Inconsistent,New,Inconsistent,High School,None,Low,Full-Time
143327,54,Self-employed,23,25,New,Inconsistent,Inconsistent,PhD,None,High,Part-Time
487017,61,Unemployed,5,29,New,Consistent,Inconsistent,High School,Occasional,High,Full-Time
595735,25,Employed,17,1,New,Inconsistent,New,PhD,Frequent,High,None
948576,49,Employed,2,26,New,Consistent,New,PhD,Frequent,Low,Full-Time
530291,33,Unemployed,17,10,Inconsistent,Consistent,New,Bachelor's,None,Low,Full-Time
899399,59,Self-employed,29,9,Consistent,Inconsistent,Inconsistent,PhD,Occasional,High,Part-Time
78146,45,Self-employed,7,2,Consistent,New,New,PhD,Occasional,Medium,Full-Time
170710,37,Employed,13,4,Consistent,Consistent,Consistent,Master's,None,Medium,Part-Time
405383,24,Unemployed,23,24,Inconsistent,Consistent,Inconsistent,Bachelor's,Frequent,High,Full-Time
604028,49,Unemployed,8,10,New,Inconsistent,Inconsistent,Master's,Frequent,Medium,Part-Time
320528,35,Self-employed,14,29,Consistent,New,Consistent,Bachelor's,Occasional,High,Part-Time
293675,18,Self-employed,27,9,New,Consistent,Inconsistent,Bachelor's,Occasional,Medium,Full-Time
950881,18,Student,20,23,Consistent,Inconsistent,Inconsistent,High School,None,Low,Full-Time
662242,53,Unemployed,10,20,New,New,New,PhD,None,High,Part-Time
547329,20,Self-employed,0,14,New,Inconsistent,New,PhD,Occasional,Medium,Part-Time
522456,53,Unemployed,18,27,Inconsistent,New,Consistent,High School,Occasional,Medium,None
824503,38,Employed,29,10,Inconsistent,Inconsistent,Inconsistent,Master's,None,High,None
404323,28,Employed,27,8,Inconsistent,Consistent,New,PhD,Frequent,Medium,Part-Time
762210,37,Student,20,15,Consistent,New,Inconsistent,Master's,None,High,Part-Time
289262,58,Employed,18,28,New,Inconsistent,Consistent,Master's,Occasional,High,Full-Time
899348,29,Self-employed,26,14,Consistent,New,New,High School,Frequent,High,Part-Time
653092,53,Self-employed,1,1,Inconsistent,Consistent,New,High School,Occasional,Low,None
62451,40,Self-employed,20,28,Inconsistent,Inconsistent,New,Master's,Occasional,Medium,Full-Time
982668,20,Employed,3,0,Consistent,Consistent,Inconsistent,Bachelor's,None,Medium,Part-Time
391807,49,Unemployed,8,13,Inconsistent,Consistent,Inconsistent,PhD,Occasional,Medium,Part-Time
168579,27,Student,4,4,Consistent,Consistent,Consistent,Master's,Frequent,Low,Part-Time
1790,50,Employed,16,7,Consistent,New,Consistent,Bachelor's,None,High,Full-Time
682479,52,Employed,12,23,New,Consistent,Consistent,High School,Occasional,Low,Part-Time
856527,27,Student,26,12,New,Consistent,Consistent,Master's,None,Low,Part-Time
996724,44,Self-employed,24,8,Inconsistent,New,Consistent,PhD,Frequent,Low,Part-Time
876205,34,Self-employed,2,6,Inconsistent,Consistent,New,PhD,Occasional,Medium,Part-Time
613655,64,Employed,27,13,New,Consistent,Consistent,PhD,Frequent,Medium,Full-Time
92253,47,Self-employed,3,7,New,Consistent,New,Master's,Occasional,Low,Full-Time
903414,60,Unemployed,20,4,Inconsistent,New,Consistent,High School,Frequent,Medium,Part-Time
986075,63,Self-employed,9,12,New,Inconsistent,Consistent,High School,None,Low,None
848488,44,Student,27,8,Inconsistent,Consistent,New,High School,Frequent,Medium,Part-Time
591995,39,Self-employed,27,26,New,New,New,Master's,None,Low,Full-Time
506051,53,Employed,15,1,Consistent,New,Consistent,PhD,Frequent,Medium,Full-Time
975772,50,Self-employed,3,21,New,Consistent,New,PhD,None,Low,Part-Time
184340,42,Employed,17,12,Inconsistent,Consistent,Consistent,Bachelor's,None,Medium,None
85,45,Self-employed,23,5,Consistent,New,New,Bachelor's,None,Low,Full-Time
612558,20,Student,2,10,Inconsistent,Inconsistent,Consistent,PhD,None,Medium,Full-Time
784916,49,Student,12,1,Inconsistent,New,New,Bachelor's,Occasional,High,None
929521,61,Self-employed,15,19,Consistent,Consistent,Consistent,Bachelor's,None,High,Full-Time
510564,32,Self-employed,29,15,New,Inconsistent,New,High School,None,Low,Part-Time
860311,39,Unemployed,18,23,Inconsistent,New,Consistent,Master's,Occasional,Medium,Part-Time
849477,36,Unemployed,29,20,Consistent,Inconsistent,Inconsistent,High School,None,High,None
910349,61,Unemployed,2,15,New,New,Consistent,High School,Frequent,High,Part-Time
230435,42,Student,16,6,Inconsistent,Consistent,New,Master's,Frequent,Low,Part-Time
29229,56,Employed,10,13,New,Consistent,New,Master's,Occasional,Medium,Full-Time
681623,49,Student,13,6,Consistent,New,New,Bachelor's,Occasional,Low,None
321986,42,Student,23,29,Consistent,Inconsistent,Inconsistent,PhD,None,High,Full-Time
175766,19,Unemployed,16,7,Consistent,New,Inconsistent,High School,Frequent,Low,None
736750,59,Self-employed,25,21,Consistent,Inconsistent,New,Bachelor's,None,Low,None
88313,51,Unemployed,20,0,Inconsistent,Inconsistent,New,Bachelor's,None,Low,Part-Time
630998,53,Unemployed,16,21,Inconsistent,Inconsistent,Consistent,Master's,Frequent,Low,None
805746,56,Student,22,14,New,New,Inconsistent,Master's,Occasional,High,Part-Time
253415,24,Employed,15,15,New,Consistent,Inconsistent,High School,None,High,None
358631,28,Self-employed,27,17,New,Inconsistent,New,Master's,Frequent,High,Part-Time
557865,40,Employed,6,23,Inconsistent,New,Inconsistent,High School,Frequent,Medium,Part-Time
108993,49,Employed,20,17,Consistent,Consistent,Inconsistent,PhD,Occasional,Low,None
604395,47,Unemployed,15,29,Consistent,Inconsistent,New,Bachelor's,Occasional,High,Full-Time
852237,40,Employed,22,4,Consistent,Consistent,Inconsistent,High School,None,Medium,None
936458,31,Unemployed,21,15,Consistent,Inconsistent,Consistent,PhD,Occasional,High,None
